score,title,year,authors,doi,url,type,databases,queries
4,Cross-Ownership and Green Managerial Delegation Contracts in a Mixed Oligopoly,2023,Mingqing Xing; Sang-Ho Lee,10.2139/ssrn.4579930,https://doi.org/10.2139/ssrn.4579930,posted-content,Crossref,software delegation contracts coding agents
4,Cross-Ownership and Green Managerial Delegation Contracts in a Mixed Oligopoly,2023,Mingqing Xing; Sang-Ho Lee,10.2139/ssrn.4479747,https://doi.org/10.2139/ssrn.4479747,posted-content,Crossref,software delegation contracts coding agents
4,Early-warning of generator collusion in Chinese electricity market based on Information Deep Autoencoding Gaussian Mixture Model,2023,Wenting Wang; Aimin An; Zhanpeng Zhang; Qianqian Wang,10.1016/j.epsr.2023.109425,https://doi.org/10.1016/j.epsr.2023.109425,journal-article,Crossref,generator evaluator collusion language model
4,Ethics in conversation,2023,Marten H. L. Kaas; Zoe Porter; Ernest Lim; Aisling Higham; Sarah Khavandi; Ibrahim Habli,10.1145/3597512.3599713,https://doi.org/10.1145/3597512.3599713,proceedings-article,Crossref; DBLP; Semantic Scholar,assurance case autonomous AI agent
4,Generative Agents: Interactive Simulacra of Human Behavior,2023,Joon Sung Park; Joseph O’Brien; Carrie J. Cai; Meredith Ringel Morris; Percy Liang; Michael S. Bernstein,https://doi.org/10.1145/3586183.3606763,https://doi.org/10.1145/3586183.3606763,conference-paper,OpenAlex,AI coding agent reviewability acceptance evidence
4,Introduction to laws relevant to software contracts,2023,,10.5040/9781526525666.chapter-003,https://doi.org/10.5040/9781526525666.chapter-003,other,Crossref,software delegation contracts coding agents
4,Language agents reduce the risk of existential catastrophe,2023,Simon Goldstein; Cameron Domenico Kirk‐Giannini,https://doi.org/10.1007/s00146-023-01748-4,https://doi.org/10.1007/s00146-023-01748-4,article,OpenAlex,grader hacking reward hacking evaluator manipulation agent
4,Large Language Models Empowered Agent-based Modeling and Simulation: A Survey and Perspectives,2023,Chen Gao; Xiaochong Lan; Nian Li; Yuan Yuan; Jingtao Ding; Zhilun Zhou; Fengli Xu; Yong Li,https://doi.org/10.48550/arxiv.2312.11970,http://arxiv.org/abs/2312.11970,preprint,OpenAlex,generator evaluator collusion language model
4,Multi-Agent Auctions,2023,,10.1017/9781108755023.007,https://doi.org/10.1017/9781108755023.007,book-chapter,Crossref,assurance case autonomous AI agent
4,On Efficient Single-Core Execution of Agent-Based Epidemiological Models with Contact-Tracing Transmission,2023,Vladyslav Sarnatskyi; Igor Baklan,10.32782/cmis/3392-3,https://doi.org/10.32782/cmis/3392-3,journal-article,Crossref,AI agent execution provenance evidence tracing
4,Revolutionizing healthcare: the role of artificial intelligence in clinical practice,2023,Shuroug A. Alowais; Sahar S. Alghamdi; Nada Alsuhebany; Tariq Alqahtani; Abdulrahman Alshaya; Sumaya N. Almohareb; Atheer Aldairem; Mohammed Alrashed,https://doi.org/10.1186/s12909-023-04698-z,https://doi.org/10.1186/s12909-023-04698-z,article,OpenAlex,AI-assisted software assurance independent review; assurance case autonomous AI agent; human oversight AI generated code review
4,Security-Aware Provenance for Transparency in IoT Data Propagation,2023,Fariha Tasmin Jaigirdar; Boyu Tan; Carsten Rudolph; Chris Bain,https://doi.org/10.1109/access.2023.3280928,https://doi.org/10.1109/access.2023.3280928,article,OpenAlex,AI agent execution provenance evidence tracing
4,Teaching Acting Using the Four Agreements as a Framework for Self-Acceptance and Cultural Connection,2023,Christina Marín,10.4324/9781003021520-26,https://doi.org/10.4324/9781003021520-26,book-chapter,Crossref,actor authored evidence acceptance gate
4,The Impact of AI on the Workplace: Evidence from OECD Case Studies of AI Implementation,2023,"Milanez, Anna",https://doi.org/10.1787/2247ce58-en,https://doi.org/10.1787/2247ce58-en,report,OpenAlex,separation of duties AI engineering agents
4,The Rise and Potential of Large Language Model Based Agents: A Survey,2023,Zhiheng Xi; Wen-Xiang Chen; Xin Guo; Wei He; Yiwen Ding; Boyang Hong; Ming Zhang; Junzhe Wang,https://doi.org/10.48550/arxiv.2309.07864,http://arxiv.org/abs/2309.07864,preprint,OpenAlex,assurance case autonomous AI agent
4,Trustworthy artificial intelligence and the European Union <scp>AI</scp> act: On the conflation of trustworthiness and acceptability of risk,2023,Johann Laux; Sandra Wachter; Brent Mittelstadt,https://doi.org/10.1111/rego.12512,https://doi.org/10.1111/rego.12512,article,OpenAlex,separation of duties AI engineering agents
4,"reviewability, n.",2023,,10.1093/oed/6722076705,https://doi.org/10.1093/oed/6722076705,book-chapter,Crossref,AI coding agent reviewability acceptance evidence
4,"verifier, n.",2023,,10.1093/oed/4480782497,https://doi.org/10.1093/oed/4480782497,book-chapter,Crossref,solver verifier independence AI
4,"Designing Human-Agent Collaborations: Commitment, responsiveness, and support",2022,Nazlı Cila,https://doi.org/10.1145/3491102.3517500,https://doi.org/10.1145/3491102.3517500,conference-paper,OpenAlex,software delegation contracts coding agents
4,Discourses of artificial intelligence in higher education: a critical literature review,2022,Margaret Bearman; Juliana Ryan; Rola Ajjawi,https://doi.org/10.1007/s10734-022-00937-2,https://doi.org/10.1007/s10734-022-00937-2,article,OpenAlex,AI-assisted software assurance independent review
4,Interacting with educational chatbots: A systematic review,2022,Mohammad Amin Kuhail; Nazik Alturki; Salwa Alramlawi; Kholood Alhejori,https://doi.org/10.1007/s10639-022-11177-3,https://doi.org/10.1007/s10639-022-11177-3,review,OpenAlex,AI-assisted software assurance independent review
4,Psychological Inoculation against Misinformation: Current Evidence and Future Directions,2022,Cecilie S. Traberg; Jon Roozenbeek; Sander van der Linden,https://doi.org/10.1177/00027162221087936,https://doi.org/10.1177/00027162221087936,article,OpenAlex,actor authored evidence acceptance gate
4,QUALITY ASSURANCE PROGRAMS FOR CEM SYSTEMS,2022,,10.1002/9781119434009.ch15,https://doi.org/10.1002/9781119434009.ch15,other,Crossref,continuous assurance AI systems revalidation
4,Reporting guideline for the early stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI,2022,Baptiste Vasey; Myura Nagendran; Bruce Campbell; David A. Clifton; Gary S. Collins; Spiros Denaxas; Alastair K. Denniston; Livia Faes,https://doi.org/10.1136/bmj-2022-070904,https://doi.org/10.1136/bmj-2022-070904,article,OpenAlex,evidence self-authorship AI agent
4,Software Engineering for AI-Based Systems: A Survey,2022,Silverio Martínez‐Fernández; Justus Bogner; Xavier Franch; Marc Oriol; Julien Siebert; Adam Trendowicz; Anna Maria Vollmer; Stefan Wagner,https://doi.org/10.1145/3487043,https://doi.org/10.1145/3487043,article,OpenAlex,continuous assurance AI systems revalidation
4,Systematic Review on AI-Blockchain Based E-Healthcare Records Management Systems,2022,Alaa Haddad; Mohamed Hadi Habaebi; Md. Rafiqul Islam; Nurul Fadzlin Hasbullah; Suriza Ahmad Zabidi,https://doi.org/10.1109/access.2022.3201878,https://doi.org/10.1109/access.2022.3201878,review,OpenAlex,separation of duties AI engineering agents
4,Verification of multi-layered assignment problems,2022,Barak Steindl; Meirav Zehavi,10.1007/s10458-022-09546-w,https://doi.org/10.1007/s10458-022-09546-w,journal-article,Crossref,common mode failure multi-agent verification
4,Virtual agents and flow experience: An empirical examination of AI-powered chatbots,2022,Abdullah M. Baabdullah; Ali Abdallah Alalwan; Raed Algharabat; Bhimaraya Metri; Nripendra P. Rana,https://doi.org/10.1016/j.techfore.2022.121772,https://doi.org/10.1016/j.techfore.2022.121772,article,OpenAlex,evidence self-authorship AI agent
4,A Review of Artificial Intelligence (AI) in Education from 2010 to 2020,2021,Xuesong Zhai; Xiaoyan Chu; Ching Sing Chai; Morris Siu–Yung Jong; Andreja Istenič Starčič; Michael Spector; Jia‐Bao Liu; Yuan Jing,https://doi.org/10.1155/2021/8812542,https://doi.org/10.1155/2021/8812542,article,OpenAlex,AI coding agent reviewability acceptance evidence
4,"AI in marketing, consumer research and psychology: A systematic literature review and research agenda",2021,Marcello M. Mariani; Rodrigo Perez‐Vega; Jochen Wirtz,https://doi.org/10.1002/mar.21619,https://doi.org/10.1002/mar.21619,review,OpenAlex,AI coding agent reviewability acceptance evidence
4,AI-assisted peer review,2021,Alessandro Checco; Lorenzo Bracciale; Pierpaolo Loreti; Stephen Pinfield; Giuseppe Bianchi,https://doi.org/10.1057/s41599-020-00703-8,https://doi.org/10.1057/s41599-020-00703-8,article,OpenAlex,AI-assisted software assurance independent review
4,Approximating a deep reinforcement learning docking agent using linear model trees,2021,Vilde B. Gjærum; Ella-Lovise H. Rørvik; A. Lekkas,10.23919/ecc54610.2021.9655007,https://www.semanticscholar.org/paper/281deb9f07ecf5f097308b175e313a3956788b3c,JournalArticle;Conference,Semantic Scholar,assurance case autonomous AI agent
4,COVID-19 vaccine acceptance and hesitancy in low- and middle-income countries,2021,Julio S. Solís Arce; Shana S. Warren; Niccolò F. Meriggi; Alexandra Scacco; Nina McMurry; Maarten Voors; Georgiy Syunyaev; Amyn A. Malik,https://doi.org/10.1038/s41591-021-01454-y,https://doi.org/10.1038/s41591-021-01454-y,article,OpenAlex,actor authored evidence acceptance gate
4,Multi-agent modeling and simulation in the AI age,2021,Wenhui Fan; Peiyu Chen; Daiming Shi; Xudong Guo; Li Kou,https://doi.org/10.26599/tst.2021.9010005,https://doi.org/10.26599/tst.2021.9010005,article,OpenAlex,operational ontology decision rights AI agents
4,PRISMA 2020 explanation and elaboration: updated guidance and exemplars for reporting systematic reviews,2021,Matthew J. Page; David Moher; Patrick M. Bossuyt; Isabelle Boutron; Tammy Hoffmann; Cynthia D. Mulrow; Larissa Shamseer; Jennifer Tetzlaff,https://doi.org/10.1136/bmj.n160,https://doi.org/10.1136/bmj.n160,review,OpenAlex,human oversight AI generated code review
4,Provably secure verifier-based password authenticated key exchange based on lattices,2021,,10.1016/bs.adcom.2020.09.003,https://doi.org/10.1016/bs.adcom.2020.09.003,book-chapter,Crossref,solver verifier independence AI
4,Rethinking digital financial inclusion: Evidence from Bangladesh,2021,Abdul Aziz; Umma Naima,https://doi.org/10.1016/j.techsoc.2020.101509,https://doi.org/10.1016/j.techsoc.2020.101509,article,OpenAlex,actor authored evidence acceptance gate
4,"The Role of AI, Machine Learning, and Big Data in Digital Twinning: A Systematic Literature Review, Challenges, and Opportunities",2021,M. Mazhar Rathore; Syed Attique Shah; Dhirendra Shukla; Elmahdi Bentafat; Spiridon Bakiras,https://doi.org/10.1109/access.2021.3060863,https://doi.org/10.1109/access.2021.3060863,review,OpenAlex,assurance case autonomous AI agent
4,"A Comprehensive Review of the COVID-19 Pandemic and the Role of IoT, Drones, AI, Blockchain, and 5G in Managing its Impact",2020,Vinay Chamola; Vikas Hassija; Vatsal Gupta; Mohsen Guizani,https://doi.org/10.1109/access.2020.2992341,https://doi.org/10.1109/access.2020.2992341,article,OpenAlex,solver verifier independence AI
4,A Reasonable Assurance Framework for Ethical AI Systems,2020,Hussein Issa,10.26226/morressier.5f11aa861df9a502f50e6c1d,https://doi.org/10.26226/morressier.5f11aa861df9a502f50e6c1d,posted-content,Crossref,continuous assurance AI systems revalidation
4,Agroforestry governance for operationalising the landscape approach: connecting conservation and farming actors,2020,Yves Zinngrebe; Elena Borasino; Brian Chiputwa; Philip Dobie; E. García; Anja Gassner; Phillip Kihumuro; H. Komarudin,https://doi.org/10.1007/s11625-020-00840-8,https://doi.org/10.1007/s11625-020-00840-8,article,OpenAlex,actor authored evidence acceptance gate
4,Contributions and Risks of Artificial Intelligence (AI) in Building Smarter Cities: Insights from a Systematic Review of the Literature,2020,Tan Yiğitcanlar; Kevin C. Desouza; Luke Butler; Farnoosh Roozkhosh,https://doi.org/10.3390/en13061473,https://doi.org/10.3390/en13061473,review,OpenAlex,human oversight AI generated code review
4,Culture and management control interdependence: An analysis of control choices that complement the delegation of authority in Western cultural regions,2020,Teemu Malmi; David S. Bedford; Rolf Brühl; Johan Dergård; Sophie Hoozée; Otto Janschek; Jeanette Willert; Christian Ax,https://doi.org/10.1016/j.aos.2020.101116,https://doi.org/10.1016/j.aos.2020.101116,article,OpenAlex,software delegation contracts coding agents
4,Evaluator in Chief,2020,Brion van Over,10.1017/9781108887410.014,https://doi.org/10.1017/9781108887410.014,book-chapter,Crossref,generator evaluator collusion language model
4,Impact of an acceptance facilitating intervention on psychotherapists’ acceptance of blended therapy,2020,Harald Baumeister; Yannik Terhorst; Cora Grässle; Maren Freudenstein; Rüdiger Nübling; David Daniel Ebert,https://doi.org/10.1371/journal.pone.0236995,https://doi.org/10.1371/journal.pone.0236995,article,OpenAlex,actor authored evidence acceptance gate
4,Intrusion Detection System for the Internet of Things Based on Blockchain and Multi-Agent Systems,2020,Chao Liang; Bharanidharan Shanmugam; Sami Azam; Asif Karim; Ashraful Islam; Mazdak Zamani; Sanaz Kavianpour; Norbik Bashah Idris,https://doi.org/10.3390/electronics9071120,https://doi.org/10.3390/electronics9071120,article,OpenAlex,common mode failure multi-agent verification
4,Overview of artificial intelligence-based applications in radiotherapy: Recommendations for implementation and quality assurance,2020,Liesbeth Vandewinckele; Michaël Claessens; Anna M. Dinkla; Charlotte L. Brouwer; Wouter Crijns; Dirk Verellen; Wouter van Elmpt,https://doi.org/10.1016/j.radonc.2020.09.008,https://doi.org/10.1016/j.radonc.2020.09.008,article,OpenAlex,AI-assisted software assurance independent review
4,Peer-to-Peer Control for Networked Microgrids: Multi-Layer and Multi-Agent Architecture Design,2020,Yu Wang; Tung Lam Nguyen; Yan Xu; Quoc Tuan Tran; Raphaël Caire,https://doi.org/10.1109/tsg.2020.3006883,https://doi.org/10.1109/tsg.2020.3006883,article,OpenAlex,common mode failure multi-agent verification
4,Provenance-Aware Knowledge Representation: A Survey of Data Models and Contextualized Knowledge Graphs,2020,Leslie F. Sikos; Dean Philp,https://doi.org/10.1007/s41019-020-00118-0,https://doi.org/10.1007/s41019-020-00118-0,article,OpenAlex,AI agent execution provenance evidence tracing
4,The Ethics of AI Ethics: An Evaluation of Guidelines,2020,Thilo Hagendorff,https://doi.org/10.1007/s11023-020-09517-8,https://doi.org/10.1007/s11023-020-09517-8,article,OpenAlex,human oversight AI generated code review
4,Toward Trustworthy AI Development: Mechanisms for Supporting Verifiable Claims,2020,Miles Brundage; Shahar Avin; Jasmine Wang; Haydn Belfield; Gretchen Krueger; Gillian K. Hadfield; Heidy Khlaaf; Jingying Yang,https://doi.org/10.48550/arxiv.2004.07213,http://arxiv.org/abs/2004.07213,preprint,OpenAlex,AI agent runtime governance policy actions
4,A Domain-Specific Language for High-Consequence Control Software,2019,Robert Armstrong; Geoffrey Hulette,10.2172/1592893,https://doi.org/10.2172/1592893,report,Crossref,consequence graded software change control
